,job_id,job_title,job_title_short,job_location,search_location,job_posted_date,county,salary_rate,salary_year_avg,salary_hour_avg,company_name,job_skills
9001,9002,Project Manager,Project,Austin,"Austin, USA",2025-03-27,Harris County,Hourly,89283.4,42.92,SkyNet Ltd,"Photoshop, Illustrator"
9002,9003,Data Engineer,Engineer,Seattle,"Seattle, USA",2025-09-06,Kings County,Yearly,57392.6,27.59,GreenWorks,"JavaScript, React, Node.js"
9003,9004,Financial Data Analyst,Financial,Seattle,"Seattle, USA",2025-05-25,King County,Hourly,54727.04,26.31,SoftHub,"JavaScript, React, Node.js"
9004,9005,Customer Support Representative,Customer,Los Angeles,"Los Angeles, USA",2025-03-08,Los Angeles County,Yearly,76238.96,36.65,SkyNet Ltd,"Python, SQL, Excel"
9005,9006,Financial Data Analyst,Financial,Austin,"Austin, USA",2025-04-30,Cook County,Yearly,137365.77,66.04,GreenWorks,"JavaScript, React, Node.js"
9006,9007,Marketing Specialist,Marketing,Los Angeles,"Los Angeles, USA",2025-07-06,Los Angeles County,Hourly,110411.91,53.08,GreenWorks,"Accounting, QuickBooks, Excel"
9007,9008,Electrical Technician,Electrical,Chicago,"Chicago, USA",2024-12-01,King County,Yearly,89083.07,42.83,Techify,"Customer Service, Communication"
9008,9009,Data Science,Science,Los Angeles,"Los Angeles, USA",2025-04-21,Harris County,Hourly,75778.08,36.43,SoftHub,"AutoCAD, SolidWorks"
9009,9010,Financial Data Analyst,Financial,San Francisco,"San Francisco, USA",2025-01-28,Cook County,Yearly,144808.94,69.62,NextGen Corp,"Python, SQL, Excel"
9010,9011,Data Engineer,Engineer,Seattle,"Seattle, USA",2024-10-31,Harris County,Yearly,128101.66,61.59,SoftHub,"Photoshop, Illustrator"
9011,9012,Web Developer,Web,New York,"New York, USA",2025-01-29,Cook County,Yearly,96360.69,46.33,Techify,"Accounting, QuickBooks, Excel"
9012,9013,Electrical Technician,Electrical,Austin,"Austin, USA",2025-03-10,Los Angeles County,Hourly,144624.46,69.53,BrightPath,"AutoCAD, SolidWorks"
9013,9014,Data Science,Science,Houston,"Houston, USA",2024-10-16,Cook County,Yearly,120909.07,58.13,SoftHub,"Photoshop, Illustrator"
9014,9015,Data Analyst,Data,Austin,"Austin, USA",2025-09-05,Los Angeles County,Hourly,69073.85,33.21,SoftHub,"Customer Service, Communication"
9015,9016,Customer Support Representative,Customer,Austin,"Austin, USA",2025-09-20,Cook County,Yearly,113918.22,54.77,BrightPath,"AutoCAD, SolidWorks"
9016,9017,Marketing Specialist,Marketing,Houston,"Houston, USA",2025-10-11,Harris County,Hourly,145545.53,69.97,GreenWorks,"Customer Service, Communication"
9017,9018,Graphic Designer,Graphic,Austin,"Austin, USA",2025-10-04,King County,Hourly,113974.15,54.8,DataNest,"Python, SQL, Excel"
9018,9019,Data Science,Science,Seattle,"Seattle, USA",2025-04-07,Harris County,Hourly,135094.25,64.95,SoftHub,"Customer Service, Communication"
9019,9020,Financial Data Analyst,Financial,San Francisco,"San Francisco, USA",2025-07-01,King County,Hourly,41959.43,20.17,SkyNet Ltd,"Photoshop, Illustrator"
9020,9021,Web Developer,Web,Chicago,"Chicago, USA",2025-05-03,Cook County,Hourly,40267.36,19.36,DataNest,"AutoCAD, SolidWorks"
9021,9022,Project Manager,Project,Chicago,"Chicago, USA",2025-08-25,King County,Yearly,85071.29,40.9,NextGen Corp,"Accounting, QuickBooks, Excel"
9022,9023,Graphic Designer,Graphic,Seattle,"Seattle, USA",2025-04-16,Harris County,Hourly,71828.18,34.53,SkyNet Ltd,"AutoCAD, SolidWorks"
9023,9024,Electrical Technician,Electrical,New York,"New York, USA",2025-04-17,Los Angeles County,Hourly,84796.07,40.77,GreenWorks,"JavaScript, React, Node.js"
9024,9025,Marketing Specialist,Marketing,San Francisco,"San Francisco, USA",2024-12-02,Harris County,Hourly,42986.25,20.67,Techify,"SEO, Google Ads, Analytics"
9025,9026,Project Manager,Project,New York,"New York, USA",2024-11-13,Los Angeles County,Hourly,148363.95,71.33,DataNest,"Python, SQL, Excel"
9026,9027,Project Manager,Project,Houston,"Houston, USA",2025-06-18,Harris County,Hourly,123426.16,59.34,Techify,"JavaScript, React, Node.js"
9027,9028,Web Developer,Web,Houston,"Houston, USA",2025-09-07,Cook County,Hourly,93166.06,44.79,GreenWorks,"Python, SQL, Excel"
9028,9029,Graphic Designer,Graphic,Seattle,"Seattle, USA",2025-04-24,Kings County,Yearly,91178.38,43.84,SoftHub,"Accounting, QuickBooks, Excel"
9029,9030,Data Engineer,Engineer,Los Angeles,"Los Angeles, USA",2025-08-29,Los Angeles County,Yearly,73677.03,35.42,SkyNet Ltd,"Customer Service, Communication"
9030,9031,Electrical Technician,Electrical,Seattle,"Seattle, USA",2025-03-12,Los Angeles County,Hourly,142465.81,68.49,SkyNet Ltd,"SEO, Google Ads, Analytics"
9031,9032,Data Science,Science,Los Angeles,"Los Angeles, USA",2025-02-19,Los Angeles County,Hourly,95660.17,45.99,DataNest,"JavaScript, React, Node.js"
9032,9033,Marketing Specialist,Marketing,New York,"New York, USA",2025-08-20,Los Angeles County,Yearly,103708.41,49.86,BrightPath,"SEO, Google Ads, Analytics"
9033,9034,Customer Support Representative,Customer,Seattle,"Seattle, USA",2025-02-03,Kings County,Hourly,50512.86,24.29,SoftHub,"Accounting, QuickBooks, Excel"
9034,9035,Project Manager,Project,Los Angeles,"Los Angeles, USA",2025-04-05,Los Angeles County,Yearly,84121.05,40.44,GreenWorks,"Python, SQL, Excel"
9035,9036,Data Analyst,Data,Seattle,"Seattle, USA",2025-03-31,Kings County,Hourly,74529.68,35.83,SoftHub,"Python, SQL, Excel"
9036,9037,Customer Support Representative,Customer,Seattle,"Seattle, USA",2025-03-20,Cook County,Hourly,47912.52,23.03,SoftHub,"AutoCAD, SolidWorks"
9037,9038,Customer Support Representative,Customer,Houston,"Houston, USA",2025-05-21,Harris County,Hourly,108033.39,51.94,Techify,"Python, SQL, Excel"
9038,9039,Electrical Technician,Electrical,Seattle,"Seattle, USA",2025-01-13,Kings County,Yearly,48001.49,23.08,DataNest,"Accounting, QuickBooks, Excel"
9039,9040,Customer Support Representative,Customer,Chicago,"Chicago, USA",2024-12-08,Cook County,Hourly,89363.95,42.96,BrightPath,"AutoCAD, SolidWorks"
9040,9041,Marketing Specialist,Marketing,Los Angeles,"Los Angeles, USA",2025-01-16,Cook County,Yearly,132578.68,63.74,BrightPath,"Python, SQL, Excel"
9041,9042,Web Developer,Web,Chicago,"Chicago, USA",2025-02-24,Cook County,Hourly,111898.93,53.8,GreenWorks,"SEO, Google Ads, Analytics"
9042,9043,Marketing Specialist,Marketing,New York,"New York, USA",2025-10-10,Kings County,Hourly,125386.6,60.28,NextGen Corp,"SEO, Google Ads, Analytics"
9043,9044,Web Developer,Web,Houston,"Houston, USA",2025-08-17,Los Angeles County,Hourly,43348.54,20.84,NextGen Corp,"AutoCAD, SolidWorks"
9044,9045,Graphic Designer,Graphic,Seattle,"Seattle, USA",2025-05-30,Harris County,Yearly,76135.82,36.6,SkyNet Ltd,"SEO, Google Ads, Analytics"
9045,9046,Data Analyst,Data,Chicago,"Chicago, USA",2025-09-08,Harris County,Yearly,47845.52,23.0,DataNest,"SEO, Google Ads, Analytics"
9046,9047,Data Analyst,Data,Los Angeles,"Los Angeles, USA",2025-07-29,Kings County,Yearly,122792.76,59.03,Techify,"Photoshop, Illustrator"
9047,9048,Graphic Designer,Graphic,Seattle,"Seattle, USA",2025-04-15,Cook County,Yearly,96878.13,46.58,BrightPath,"AutoCAD, SolidWorks"
9048,9049,Data Analyst,Data,Austin,"Austin, USA",2025-02-25,Kings County,Yearly,110594.88,53.17,NextGen Corp,"SEO, Google Ads, Analytics"
9049,9050,Data Science,Science,Houston,"Houston, USA",2024-10-23,Kings County,Yearly,93910.86,45.15,GreenWorks,"SEO, Google Ads, Analytics"
9050,9051,Data Analyst,Data,Chicago,"Chicago, USA",2025-05-11,Cook County,Hourly,123438.42,59.35,SoftHub,"SEO, Google Ads, Analytics"
9051,9052,Financial Data Analyst,Financial,Austin,"Austin, USA",2025-05-04,Kings County,Yearly,77462.16,37.24,SkyNet Ltd,"Customer Service, Communication"
9052,9053,Data Analyst,Data,Chicago,"Chicago, USA",2025-05-08,Los Angeles County,Hourly,42318.93,20.35,SoftHub,"Accounting, QuickBooks, Excel"
9053,9054,Data Engineer,Engineer,Seattle,"Seattle, USA",2025-07-25,Los Angeles County,Yearly,87880.97,42.25,Techify,"Customer Service, Communication"
9054,9055,Customer Support Representative,Customer,Houston,"Houston, USA",2025-06-21,Harris County,Hourly,100054.15,48.1,DataNest,"Customer Service, Communication"
9055,9056,Data Science,Science,San Francisco,"San Francisco, USA",2025-08-29,Kings County,Yearly,109911.2,52.84,Techify,"JavaScript, React, Node.js"
9056,9057,Customer Support Representative,Customer,San Francisco,"San Francisco, USA",2025-04-26,Cook County,Yearly,54233.88,26.07,NextGen Corp,"Customer Service, Communication"
9057,9058,Electrical Technician,Electrical,Seattle,"Seattle, USA",2025-02-09,Los Angeles County,Yearly,93513.09,44.96,SkyNet Ltd,"Python, SQL, Excel"
9058,9059,Data Engineer,Engineer,San Francisco,"San Francisco, USA",2025-03-06,Harris County,Hourly,138450.66,66.56,SkyNet Ltd,"Accounting, QuickBooks, Excel"
9059,9060,Data Analyst,Data,Los Angeles,"Los Angeles, USA",2025-09-16,Cook County,Hourly,86609.78,41.64,GreenWorks,"SEO, Google Ads, Analytics"
9060,9061,Marketing Specialist,Marketing,Chicago,"Chicago, USA",2025-01-23,Harris County,Yearly,44715.57,21.5,Techify,"Photoshop, Illustrator"
9061,9062,Financial Data Analyst,Financial,New York,"New York, USA",2024-11-11,Harris County,Hourly,149997.53,72.11,Techify,"SEO, Google Ads, Analytics"
9062,9063,Data Analyst,Data,Los Angeles,"Los Angeles, USA",2025-01-29,Los Angeles County,Hourly,117150.03,56.32,DataNest,"AutoCAD, SolidWorks"
9063,9064,Web Developer,Web,Houston,"Houston, USA",2025-02-13,Cook County,Hourly,71046.23,34.16,NextGen Corp,"Accounting, QuickBooks, Excel"
9064,9065,Financial Data Analyst,Financial,Austin,"Austin, USA",2025-06-15,Kings County,Yearly,86843.46,41.75,BrightPath,"Customer Service, Communication"
9065,9066,Customer Support Representative,Customer,Chicago,"Chicago, USA",2025-07-29,Cook County,Yearly,43529.89,20.93,SoftHub,"Python, SQL, Excel"
9066,9067,Project Manager,Project,Austin,"Austin, USA",2025-02-17,Cook County,Hourly,43958.76,21.13,DataNest,"SEO, Google Ads, Analytics"
9067,9068,Data Science,Science,New York,"New York, USA",2024-11-22,Kings County,Hourly,43545.81,20.94,Techify,"Python, SQL, Excel"
9068,9069,Financial Data Analyst,Financial,Los Angeles,"Los Angeles, USA",2025-02-17,Kings County,Yearly,132010.56,63.47,SkyNet Ltd,"AutoCAD, SolidWorks"
9069,9070,Data Science,Science,Austin,"Austin, USA",2025-04-21,Harris County,Hourly,40546.55,19.49,SoftHub,"Python, SQL, Excel"
9070,9071,Web Developer,Web,Seattle,"Seattle, USA",2024-10-17,Kings County,Hourly,101026.91,48.57,GreenWorks,"JavaScript, React, Node.js"
9071,9072,Financial Data Analyst,Financial,Seattle,"Seattle, USA",2025-05-01,Cook County,Hourly,51960.64,24.98,BrightPath,"Customer Service, Communication"
9072,9073,Marketing Specialist,Marketing,Seattle,"Seattle, USA",2025-03-20,Los Angeles County,Yearly,144455.75,69.45,BrightPath,"JavaScript, React, Node.js"
9073,9074,Financial Data Analyst,Financial,Seattle,"Seattle, USA",2025-06-16,Kings County,Yearly,130485.88,62.73,SoftHub,"Python, SQL, Excel"
9074,9075,Data Engineer,Engineer,Los Angeles,"Los Angeles, USA",2024-11-22,Harris County,Yearly,147135.28,70.74,DataNest,"SEO, Google Ads, Analytics"
9075,9076,Data Engineer,Engineer,San Francisco,"San Francisco, USA",2025-08-19,Harris County,Hourly,56967.17,27.39,BrightPath,"AutoCAD, SolidWorks"
9076,9077,Project Manager,Project,Chicago,"Chicago, USA",2025-02-18,King County,Hourly,111290.58,53.51,NextGen Corp,"SEO, Google Ads, Analytics"
9077,9078,Customer Support Representative,Customer,Austin,"Austin, USA",2024-12-15,King County,Hourly,130434.01,62.71,SoftHub,"Python, SQL, Excel"
9078,9079,Data Science,Science,Los Angeles,"Los Angeles, USA",2025-05-29,Kings County,Hourly,132327.51,63.62,GreenWorks,"Customer Service, Communication"
9079,9080,Data Engineer,Engineer,Chicago,"Chicago, USA",2024-11-25,King County,Yearly,128459.02,61.76,Techify,"SEO, Google Ads, Analytics"
9080,9081,Data Analyst,Data,New York,"New York, USA",2025-01-09,King County,Hourly,131848.27,63.39,NextGen Corp,"Python, SQL, Excel"
9081,9082,Data Analyst,Data,Los Angeles,"Los Angeles, USA",2025-07-04,King County,Hourly,98354.75,47.29,GreenWorks,"Python, SQL, Excel"
9082,9083,Web Developer,Web,Houston,"Houston, USA",2025-09-17,Los Angeles County,Yearly,85104.6,40.92,DataNest,"AutoCAD, SolidWorks"
9083,9084,Data Analyst,Data,Seattle,"Seattle, USA",2025-03-24,Kings County,Yearly,80448.04,38.68,GreenWorks,"Python, SQL, Excel"
9084,9085,Project Manager,Project,Chicago,"Chicago, USA",2025-01-19,Kings County,Hourly,112588.99,54.13,Techify,"Photoshop, Illustrator"
9085,9086,Financial Data Analyst,Financial,New York,"New York, USA",2025-02-25,Harris County,Yearly,113125.94,54.39,SoftHub,"Photoshop, Illustrator"
9086,9087,Marketing Specialist,Marketing,San Francisco,"San Francisco, USA",2025-09-18,Harris County,Yearly,43745.62,21.03,BrightPath,"SEO, Google Ads, Analytics"
9087,9088,Data Science,Science,San Francisco,"San Francisco, USA",2025-05-28,Los Angeles County,Hourly,134813.79,64.81,SkyNet Ltd,"AutoCAD, SolidWorks"
9088,9089,Financial Data Analyst,Financial,Los Angeles,"Los Angeles, USA",2025-10-08,Kings County,Hourly,104134.15,50.06,BrightPath,"SEO, Google Ads, Analytics"
9089,9090,Electrical Technician,Electrical,Seattle,"Seattle, USA",2025-10-09,Kings County,Yearly,85160.78,40.94,NextGen Corp,"Accounting, QuickBooks, Excel"
9090,9091,Data Science,Science,New York,"New York, USA",2025-04-24,Harris County,Yearly,107828.0,51.84,DataNest,"Customer Service, Communication"
9091,9092,Graphic Designer,Graphic,Seattle,"Seattle, USA",2024-10-22,Los Angeles County,Hourly,51479.2,24.75,SkyNet Ltd,"SEO, Google Ads, Analytics"
9092,9093,Electrical Technician,Electrical,San Francisco,"San Francisco, USA",2025-09-07,Harris County,Hourly,148016.48,71.16,SkyNet Ltd,"Accounting, QuickBooks, Excel"
9093,9094,Financial Data Analyst,Financial,New York,"New York, USA",2024-12-17,Los Angeles County,Yearly,147530.5,70.93,BrightPath,"SEO, Google Ads, Analytics"
9094,9095,Data Analyst,Data,Austin,"Austin, USA",2025-01-16,Kings County,Yearly,55937.48,26.89,Techify,"SEO, Google Ads, Analytics"
9095,9096,Data Analyst,Data,Chicago,"Chicago, USA",2025-09-17,Los Angeles County,Yearly,121954.02,58.63,GreenWorks,"SEO, Google Ads, Analytics"
9096,9097,Financial Data Analyst,Financial,Austin,"Austin, USA",2024-12-03,Los Angeles County,Yearly,112074.87,53.88,Techify,"Accounting, QuickBooks, Excel"
9097,9098,Financial Data Analyst,Financial,New York,"New York, USA",2024-12-29,Kings County,Hourly,110489.23,53.12,NextGen Corp,"Python, SQL, Excel"
9098,9099,Electrical Technician,Electrical,Seattle,"Seattle, USA",2025-06-18,Harris County,Hourly,95706.31,46.01,SkyNet Ltd,"Python, SQL, Excel"
9099,9100,Graphic Designer,Graphic,Houston,"Houston, USA",2025-04-30,King County,Hourly,48350.24,23.25,NextGen Corp,"Photoshop, Illustrator"
9100,9101,Marketing Specialist,Marketing,New York,"New York, USA",2025-08-28,King County,Yearly,138058.85,66.37,SkyNet Ltd,"Photoshop, Illustrator"
9101,9102,Graphic Designer,Graphic,Austin,"Austin, USA",2025-06-13,Harris County,Hourly,63307.93,30.44,GreenWorks,"Python, SQL, Excel"
9102,9103,Data Engineer,Engineer,Seattle,"Seattle, USA",2025-04-29,Cook County,Hourly,89050.32,42.81,BrightPath,"Python, SQL, Excel"
9103,9104,Graphic Designer,Graphic,Chicago,"Chicago, USA",2025-08-20,Los Angeles County,Hourly,68937.42,33.14,GreenWorks,"Customer Service, Communication"
9104,9105,Marketing Specialist,Marketing,Chicago,"Chicago, USA",2025-03-16,Harris County,Yearly,145145.69,69.78,GreenWorks,"Accounting, QuickBooks, Excel"
9105,9106,Project Manager,Project,Austin,"Austin, USA",2025-09-15,Los Angeles County,Yearly,47799.52,22.98,BrightPath,"JavaScript, React, Node.js"
9106,9107,Data Science,Science,Houston,"Houston, USA",2025-03-04,Harris County,Yearly,93137.72,44.78,Techify,"Photoshop, Illustrator"
9107,9108,Graphic Designer,Graphic,New York,"New York, USA",2025-07-25,Los Angeles County,Yearly,145776.61,70.08,SoftHub,"SEO, Google Ads, Analytics"
9108,9109,Marketing Specialist,Marketing,Houston,"Houston, USA",2025-02-16,Cook County,Yearly,135083.97,64.94,SoftHub,"Photoshop, Illustrator"
9109,9110,Data Analyst,Data,New York,"New York, USA",2025-05-22,Los Angeles County,Hourly,93375.76,44.89,SkyNet Ltd,"Accounting, QuickBooks, Excel"
9110,9111,Data Science,Science,Chicago,"Chicago, USA",2024-11-08,Los Angeles County,Yearly,110015.13,52.89,NextGen Corp,"Accounting, QuickBooks, Excel"
9111,9112,Data Science,Science,Los Angeles,"Los Angeles, USA",2025-02-10,Cook County,Yearly,141172.58,67.87,DataNest,"SEO, Google Ads, Analytics"
9112,9113,Data Engineer,Engineer,Chicago,"Chicago, USA",2025-01-11,Los Angeles County,Yearly,112037.9,53.86,BrightPath,"Customer Service, Communication"
9113,9114,Customer Support Representative,Customer,New York,"New York, USA",2024-12-05,King County,Yearly,116708.75,56.11,Techify,"SEO, Google Ads, Analytics"
9114,9115,Financial Data Analyst,Financial,San Francisco,"San Francisco, USA",2025-03-16,Los Angeles County,Hourly,71337.56,34.3,Techify,"Customer Service, Communication"
9115,9116,Marketing Specialist,Marketing,Austin,"Austin, USA",2025-07-27,Cook County,Yearly,114881.56,55.23,GreenWorks,"SEO, Google Ads, Analytics"
9116,9117,Electrical Technician,Electrical,Austin,"Austin, USA",2025-04-20,Los Angeles County,Hourly,107215.51,51.55,NextGen Corp,"Photoshop, Illustrator"
9117,9118,Electrical Technician,Electrical,San Francisco,"San Francisco, USA",2024-11-17,Harris County,Yearly,85069.36,40.9,SoftHub,"Accounting, QuickBooks, Excel"
9118,9119,Graphic Designer,Graphic,New York,"New York, USA",2024-11-03,Los Angeles County,Yearly,125798.43,60.48,Techify,"Python, SQL, Excel"
9119,9120,Electrical Technician,Electrical,New York,"New York, USA",2025-05-24,Harris County,Yearly,46923.93,22.56,SoftHub,"AutoCAD, SolidWorks"
9120,9121,Graphic Designer,Graphic,Austin,"Austin, USA",2025-07-07,King County,Hourly,89457.43,43.01,Techify,"SEO, Google Ads, Analytics"
9121,9122,Electrical Technician,Electrical,San Francisco,"San Francisco, USA",2025-03-16,King County,Hourly,93902.91,45.15,GreenWorks,"Photoshop, Illustrator"
9122,9123,Data Science,Science,Austin,"Austin, USA",2025-08-30,Los Angeles County,Yearly,149126.48,71.7,SkyNet Ltd,"Python, SQL, Excel"
9123,9124,Financial Data Analyst,Financial,San Francisco,"San Francisco, USA",2025-06-01,Los Angeles County,Yearly,104404.71,50.19,BrightPath,"Customer Service, Communication"
9124,9125,Graphic Designer,Graphic,Seattle,"Seattle, USA",2025-01-18,King County,Yearly,60978.26,29.32,SoftHub,"JavaScript, React, Node.js"
9125,9126,Graphic Designer,Graphic,New York,"New York, USA",2025-06-20,Kings County,Yearly,51310.63,24.67,DataNest,"AutoCAD, SolidWorks"
9126,9127,Web Developer,Web,New York,"New York, USA",2024-11-22,Los Angeles County,Hourly,67174.05,32.3,NextGen Corp,"AutoCAD, SolidWorks"
9127,9128,Data Analyst,Data,Los Angeles,"Los Angeles, USA",2025-08-18,King County,Hourly,67888.16,32.64,NextGen Corp,"JavaScript, React, Node.js"
9128,9129,Data Engineer,Engineer,New York,"New York, USA",2025-07-23,Los Angeles County,Yearly,57057.49,27.43,SkyNet Ltd,"Photoshop, Illustrator"
9129,9130,Project Manager,Project,Austin,"Austin, USA",2024-12-16,Los Angeles County,Hourly,60851.34,29.26,SoftHub,"Photoshop, Illustrator"
9130,9131,Data Analyst,Data,Seattle,"Seattle, USA",2025-05-07,Kings County,Yearly,57042.16,27.42,SkyNet Ltd,"JavaScript, React, Node.js"
9131,9132,Project Manager,Project,San Francisco,"San Francisco, USA",2025-04-14,King County,Yearly,88873.61,42.73,SoftHub,"Accounting, QuickBooks, Excel"
9132,9133,Electrical Technician,Electrical,Houston,"Houston, USA",2025-08-09,Los Angeles County,Hourly,47065.79,22.63,NextGen Corp,"AutoCAD, SolidWorks"
9133,9134,Electrical Technician,Electrical,Seattle,"Seattle, USA",2024-10-30,King County,Hourly,66585.87,32.01,Techify,"Python, SQL, Excel"
9134,9135,Graphic Designer,Graphic,San Francisco,"San Francisco, USA",2025-09-14,Kings County,Yearly,139675.83,67.15,BrightPath,"SEO, Google Ads, Analytics"
9135,9136,Electrical Technician,Electrical,San Francisco,"San Francisco, USA",2024-11-02,Los Angeles County,Yearly,60610.89,29.14,SkyNet Ltd,"Customer Service, Communication"
9136,9137,Marketing Specialist,Marketing,Chicago,"Chicago, USA",2025-06-28,Cook County,Yearly,118422.36,56.93,SkyNet Ltd,"SEO, Google Ads, Analytics"
9137,9138,Electrical Technician,Electrical,San Francisco,"San Francisco, USA",2025-06-29,Cook County,Yearly,41634.15,20.02,SoftHub,"AutoCAD, SolidWorks"
9138,9139,Data Engineer,Engineer,Seattle,"Seattle, USA",2025-05-17,Kings County,Hourly,121566.56,58.45,Techify,"Customer Service, Communication"
9139,9140,Data Science,Science,New York,"New York, USA",2025-08-28,Los Angeles County,Hourly,111213.08,53.47,BrightPath,"Photoshop, Illustrator"
9140,9141,Electrical Technician,Electrical,Chicago,"Chicago, USA",2025-04-22,Cook County,Hourly,129763.28,62.39,BrightPath,"Python, SQL, Excel"
9141,9142,Project Manager,Project,Chicago,"Chicago, USA",2025-04-21,King County,Yearly,110896.52,53.32,Techify,"Accounting, QuickBooks, Excel"
9142,9143,Project Manager,Project,San Francisco,"San Francisco, USA",2025-03-05,Cook County,Hourly,99766.63,47.96,NextGen Corp,"Photoshop, Illustrator"
9143,9144,Electrical Technician,Electrical,New York,"New York, USA",2025-02-28,Los Angeles County,Yearly,136801.98,65.77,SoftHub,"AutoCAD, SolidWorks"
9144,9145,Web Developer,Web,Austin,"Austin, USA",2025-07-13,Harris County,Hourly,116049.23,55.79,SoftHub,"Photoshop, Illustrator"
9145,9146,Data Engineer,Engineer,San Francisco,"San Francisco, USA",2025-07-13,Cook County,Yearly,142364.88,68.44,BrightPath,"Customer Service, Communication"
9146,9147,Electrical Technician,Electrical,Seattle,"Seattle, USA",2024-11-28,Kings County,Yearly,93067.59,44.74,NextGen Corp,"Accounting, QuickBooks, Excel"
9147,9148,Financial Data Analyst,Financial,Houston,"Houston, USA",2025-03-16,Harris County,Yearly,91536.67,44.01,BrightPath,"SEO, Google Ads, Analytics"
9148,9149,Project Manager,Project,Chicago,"Chicago, USA",2024-11-09,Harris County,Yearly,149216.8,71.74,SkyNet Ltd,"Python, SQL, Excel"
9149,9150,Marketing Specialist,Marketing,Los Angeles,"Los Angeles, USA",2025-10-11,Los Angeles County,Yearly,92596.15,44.52,DataNest,"Customer Service, Communication"
9150,9151,Data Analyst,Data,Houston,"Houston, USA",2025-04-23,Cook County,Hourly,92951.78,44.69,GreenWorks,"JavaScript, React, Node.js"
9151,9152,Graphic Designer,Graphic,San Francisco,"San Francisco, USA",2025-01-04,Los Angeles County,Hourly,59451.43,28.58,SkyNet Ltd,"Accounting, QuickBooks, Excel"
9152,9153,Financial Data Analyst,Financial,New York,"New York, USA",2025-05-22,Cook County,Hourly,134634.47,64.73,GreenWorks,"Photoshop, Illustrator"
9153,9154,Project Manager,Project,Chicago,"Chicago, USA",2025-03-01,King County,Yearly,117072.83,56.29,SkyNet Ltd,"JavaScript, React, Node.js"
9154,9155,Financial Data Analyst,Financial,Los Angeles,"Los Angeles, USA",2025-07-17,Los Angeles County,Yearly,76157.79,36.61,NextGen Corp,"AutoCAD, SolidWorks"
9155,9156,Financial Data Analyst,Financial,Houston,"Houston, USA",2025-08-26,Harris County,Yearly,132187.55,63.55,SkyNet Ltd,"SEO, Google Ads, Analytics"
9156,9157,Financial Data Analyst,Financial,Houston,"Houston, USA",2025-09-20,Cook County,Hourly,62922.25,30.25,BrightPath,"Photoshop, Illustrator"
9157,9158,Marketing Specialist,Marketing,Austin,"Austin, USA",2025-03-20,Kings County,Yearly,45187.02,21.72,NextGen Corp,"Customer Service, Communication"
9158,9159,Web Developer,Web,Austin,"Austin, USA",2024-12-20,King County,Hourly,69502.79,33.41,GreenWorks,"Customer Service, Communication"
9159,9160,Web Developer,Web,Austin,"Austin, USA",2025-08-24,Harris County,Hourly,50959.83,24.5,SoftHub,"Accounting, QuickBooks, Excel"
9160,9161,Electrical Technician,Electrical,Chicago,"Chicago, USA",2025-04-11,Cook County,Yearly,130619.38,62.8,BrightPath,"Accounting, QuickBooks, Excel"
9161,9162,Data Analyst,Data,Los Angeles,"Los Angeles, USA",2025-02-14,Kings County,Hourly,76490.16,36.77,Techify,"Photoshop, Illustrator"
9162,9163,Electrical Technician,Electrical,Seattle,"Seattle, USA",2024-12-31,King County,Hourly,59955.95,28.82,DataNest,"Photoshop, Illustrator"
9163,9164,Graphic Designer,Graphic,Los Angeles,"Los Angeles, USA",2025-07-28,Harris County,Hourly,78899.68,37.93,NextGen Corp,"Python, SQL, Excel"
9164,9165,Web Developer,Web,San Francisco,"San Francisco, USA",2025-08-12,King County,Hourly,112281.67,53.98,BrightPath,"Accounting, QuickBooks, Excel"
9165,9166,Data Analyst,Data,Seattle,"Seattle, USA",2024-10-17,King County,Yearly,123890.41,59.56,SoftHub,"Photoshop, Illustrator"
9166,9167,Project Manager,Project,Los Angeles,"Los Angeles, USA",2025-09-21,King County,Hourly,51082.35,24.56,DataNest,"Accounting, QuickBooks, Excel"
9167,9168,Data Engineer,Engineer,Seattle,"Seattle, USA",2024-10-14,King County,Yearly,98843.34,47.52,NextGen Corp,"AutoCAD, SolidWorks"
9168,9169,Web Developer,Web,Chicago,"Chicago, USA",2025-05-15,Kings County,Hourly,78348.87,37.67,SoftHub,"Photoshop, Illustrator"
9169,9170,Data Engineer,Engineer,Seattle,"Seattle, USA",2025-05-23,Kings County,Yearly,99307.37,47.74,GreenWorks,"Accounting, QuickBooks, Excel"
9170,9171,Data Engineer,Engineer,Chicago,"Chicago, USA",2024-11-16,Cook County,Hourly,98751.91,47.48,SkyNet Ltd,"JavaScript, React, Node.js"
9171,9172,Web Developer,Web,Chicago,"Chicago, USA",2025-03-04,King County,Yearly,58273.96,28.02,GreenWorks,"SEO, Google Ads, Analytics"
9172,9173,Graphic Designer,Graphic,San Francisco,"San Francisco, USA",2025-08-27,King County,Hourly,138190.75,66.44,SkyNet Ltd,"Photoshop, Illustrator"
9173,9174,Data Engineer,Engineer,San Francisco,"San Francisco, USA",2024-10-29,Kings County,Yearly,146177.39,70.28,SoftHub,"Accounting, QuickBooks, Excel"
9174,9175,Marketing Specialist,Marketing,Seattle,"Seattle, USA",2025-08-08,Los Angeles County,Hourly,80199.34,38.56,NextGen Corp,"Customer Service, Communication"
9175,9176,Graphic Designer,Graphic,New York,"New York, USA",2025-10-08,Harris County,Yearly,119269.63,57.34,NextGen Corp,"Python, SQL, Excel"
